Instance_number,'True Positives','False Negatives','False Positives','True Negatives','False Positive Rate','True Positive Rate',Precision,Recall,Fallout,FMeasure,'Sample Size',Lift,Threshold
527,5916,184,20161,1652,0.924265,0.969836,0.226867,0.969836,0.773133,0.367716,0.934224,1.038119,0.012313
528,5916,184,20160,1653,0.92422,0.969836,0.226875,0.969836,0.773125,0.367727,0.934188,1.038159,0.012314
529,5916,184,20159,1654,0.924174,0.969836,0.226884,0.969836,0.773116,0.367739,0.934153,1.038199,0.012317
530,5916,184,20158,1655,0.924128,0.969836,0.226893,0.969836,0.773107,0.36775,0.934117,1.038239,0.012407
531,5915,185,20158,1655,0.924128,0.969672,0.226863,0.969672,0.773137,0.3677,0.934081,1.038103,0.012442
532,5915,185,20157,1656,0.924082,0.969672,0.226872,0.969672,0.773128,0.367711,0.934045,1.038143,0.0125
533,5915,185,20156,1657,0.924036,0.969672,0.22688,0.969672,0.77312,0.367722,0.934009,1.038183,0.0125
534,5915,185,20155,1658,0.92399,0.969672,0.226889,0.969672,0.773111,0.367734,0.933973,1.038222,0.012564
535,5915,185,20154,1659,0.923944,0.969672,0.226898,0.969672,0.773102,0.367745,0.933938,1.038262,0.012583
536,5915,185,20153,1660,0.923899,0.969672,0.226907,0.969672,0.773093,0.367757,0.933902,1.038302,0.012591
537,5915,185,20152,1661,0.923853,0.969672,0.226915,0.969672,0.773085,0.367768,0.933866,1.038342,0.012613
538,5915,185,20151,1662,0.923807,0.969672,0.226924,0.969672,0.773076,0.36778,0.93383,1.038382,0.012667
539,5915,185,20150,1663,0.923761,0.969672,0.226933,0.969672,0.773067,0.367791,0.933794,1.038422,0.012667
540,5915,185,20149,1664,0.923715,0.969672,0.226941,0.969672,0.773059,0.367803,0.933758,1.038461,0.012687
541,5915,185,20148,1665,0.923669,0.969672,0.22695,0.969672,0.77305,0.367814,0.933723,1.038501,0.01269
542,5915,185,20147,1666,0.923624,0.969672,0.226959,0.969672,0.773041,0.367825,0.933687,1.038541,0.012727
543,5915,185,20146,1667,0.923578,0.969672,0.226967,0.969672,0.773033,0.367837,0.933651,1.038581,0.012733
544,5915,185,20145,1668,0.923532,0.969672,0.226976,0.969672,0.773024,0.367848,0.933615,1.038621,0.01275
545,5915,185,20144,1669,0.923486,0.969672,0.226985,0.969672,0.773015,0.36786,0.933579,1.038661,0.012758
546,5915,185,20143,1670,0.92344,0.969672,0.226994,0.969672,0.773006,0.367871,0.933544,1.038701,0.012855
547,5915,185,20142,1671,0.923394,0.969672,0.227002,0.969672,0.772998,0.367883,0.933508,1.03874,0.012959
548,5914,186,20142,1671,0.923394,0.969508,0.226973,0.969508,0.773027,0.367832,0.933472,1.038605,0.013023
549,5914,186,20141,1672,0.923348,0.969508,0.226981,0.969508,0.773019,0.367843,0.933436,1.038644,0.013032
550,5914,186,20140,1673,0.923303,0.969508,0.22699,0.969508,0.77301,0.367855,0.9334,1.038684,0.013152
551,5914,186,20139,1674,0.923257,0.969508,0.226999,0.969508,0.773001,0.367866,0.933364,1.038724,0.013183
552,5914,186,20138,1675,0.923211,0.969508,0.227008,0.969508,0.772992,0.367878,0.933329,1.038764,0.013196
553,5914,186,20137,1676,0.923165,0.969508,0.227016,0.969508,0.772984,0.367889,0.933293,1.038804,0.013247
554,5914,186,20136,1677,0.923119,0.969508,0.227025,0.969508,0.772975,0.3679,0.933257,1.038844,0.013262
555,5914,186,20135,1678,0.923073,0.969508,0.227034,0.969508,0.772966,0.367912,0.933221,1.038884,0.013322
556,5914,186,20134,1679,0.923028,0.969508,0.227042,0.969508,0.772958,0.367923,0.933185,1.038924,0.013328
557,5914,186,20133,1680,0.922982,0.969508,0.227051,0.969508,0.772949,0.367935,0.933149,1.038964,0.013333
558,5913,187,20129,1684,0.922798,0.969344,0.227056,0.969344,0.772944,0.36793,0.93297,1.038987,0.013333
559,5913,187,20127,1686,0.922707,0.969344,0.227074,0.969344,0.772926,0.367953,0.932899,1.039067,0.013436
560,5913,187,20126,1687,0.922661,0.969344,0.227082,0.969344,0.772918,0.367964,0.932863,1.039107,0.013497
561,5913,187,20125,1688,0.922615,0.969344,0.227091,0.969344,0.772909,0.367976,0.932827,1.039147,0.013506
562,5913,187,20124,1689,0.922569,0.969344,0.2271,0.969344,0.7729,0.367987,0.932791,1.039187,0.013571
563,5913,187,20123,1690,0.922523,0.969344,0.227109,0.969344,0.772891,0.367999,0.932755,1.039227,0.013574
564,5913,187,20122,1691,0.922477,0.969344,0.227117,0.969344,0.772883,0.36801,0.93272,1.039267,0.01361
565,5913,187,20121,1692,0.922432,0.969344,0.227126,0.969344,0.772874,0.368021,0.932684,1.039307,0.013626
566,5913,187,20120,1693,0.922386,0.969344,0.227135,0.969344,0.772865,0.368033,0.932648,1.039346,0.013628
567,5913,187,20119,1694,0.92234,0.969344,0.227144,0.969344,0.772856,0.368044,0.932612,1.039386,0.013636
568,5913,187,20118,1695,0.922294,0.969344,0.227152,0.969344,0.772848,0.368056,0.932576,1.039426,0.013649
569,5913,187,20117,1696,0.922248,0.969344,0.227161,0.969344,0.772839,0.368067,0.93254,1.039466,0.013667
570,5912,188,20117,1696,0.922248,0.96918,0.227131,0.96918,0.772869,0.368016,0.932505,1.03933,0.013684
571,5912,188,20116,1697,0.922202,0.96918,0.22714,0.96918,0.77286,0.368028,0.932469,1.03937,0.01369
572,5912,188,20115,1698,0.922157,0.96918,0.227149,0.96918,0.772851,0.368039,0.932433,1.03941,0.013699
573,5912,188,20114,1699,0.922111,0.96918,0.227157,0.96918,0.772843,0.368051,0.932397,1.03945,0.013735
574,5912,188,20113,1700,0.922065,0.96918,0.227166,0.96918,0.772834,0.368062,0.932361,1.03949,0.01375
575,5912,188,20112,1701,0.922019,0.96918,0.227175,0.96918,0.772825,0.368074,0.932325,1.03953,0.013778
576,5912,188,20111,1702,0.921973,0.96918,0.227184,0.96918,0.772816,0.368085,0.93229,1.03957,0.013778
577,5912,188,20110,1703,0.921927,0.96918,0.227192,0.96918,0.772808,0.368097,0.932254,1.03961,0.01379
578,5912,188,20109,1704,0.921881,0.96918,0.227201,0.96918,0.772799,0.368108,0.932218,1.03965,0.013802
579,5912,188,20108,1705,0.921836,0.96918,0.22721,0.96918,0.77279,0.36812,0.932182,1.03969,0.013824
580,5911,189,20108,1705,0.921836,0.969016,0.22718,0.969016,0.77282,0.368069,0.932146,1.039554,0.013889
581,5911,189,20107,1706,0.92179,0.969016,0.227189,0.969016,0.772811,0.36808,0.93211,1.039594,0.013915
582,5911,189,20106,1707,0.921744,0.969016,0.227198,0.969016,0.772802,0.368092,0.932075,1.039634,0.013922
583,5911,189,20105,1708,0.921698,0.969016,0.227206,0.969016,0.772794,0.368103,0.932039,1.039674,0.013974
584,5911,189,20104,1709,0.921652,0.969016,0.227215,0.969016,0.772785,0.368115,0.932003,1.039714,0.014
585,5911,189,20103,1710,0.921606,0.969016,0.227224,0.969016,0.772776,0.368126,0.931967,1.039754,0.014
586,5911,189,20102,1711,0.921561,0.969016,0.227233,0.969016,0.772767,0.368138,0.931931,1.039794,0.014
587,5910,190,20101,1712,0.921515,0.968852,0.227212,0.968852,0.772788,0.368098,0.93186,1.039698,0.014039
588,5910,190,20100,1713,0.921469,0.968852,0.22722,0.968852,0.77278,0.36811,0.931824,1.039738,0.014144
589,5910,190,20099,1714,0.921423,0.968852,0.227229,0.968852,0.772771,0.368121,0.931788,1.039778,0.014216
590,5910,190,20098,1715,0.921377,0.968852,0.227238,0.968852,0.772762,0.368133,0.931752,1.039818,0.014222
591,5910,190,20097,1716,0.921331,0.968852,0.227247,0.968852,0.772753,0.368144,0.931716,1.039858,0.01423
592,5910,190,20096,1717,0.921285,0.968852,0.227255,0.968852,0.772745,0.368155,0.931681,1.039898,0.01429
593,5910,190,20095,1718,0.92124,0.968852,0.227264,0.968852,0.772736,0.368167,0.931645,1.039938,0.014306
594,5910,190,20094,1719,0.921194,0.968852,0.227273,0.968852,0.772727,0.368178,0.931609,1.039978,0.014323
595,5910,190,20092,1721,0.921102,0.968852,0.22729,0.968852,0.77271,0.368201,0.931537,1.040058,0.014333
596,5910,190,20091,1722,0.921056,0.968852,0.227299,0.968852,0.772701,0.368213,0.931501,1.040098,0.014356
597,5909,191,20091,1722,0.921056,0.968689,0.227269,0.968689,0.772731,0.368162,0.931466,1.039962,0.014359
598,5909,191,20090,1723,0.92101,0.968689,0.227278,0.968689,0.772722,0.368173,0.93143,1.040002,0.014365
599,5909,191,20089,1724,0.920965,0.968689,0.227287,0.968689,0.772713,0.368185,0.931394,1.040042,0.014375
600,5909,191,20088,1725,0.920919,0.968689,0.227295,0.968689,0.772705,0.368196,0.931358,1.040082,0.014402
601,5909,191,20087,1726,0.920873,0.968689,0.227304,0.968689,0.772696,0.368208,0.931322,1.040122,0.014458
602,5909,191,20086,1727,0.920827,0.968689,0.227313,0.968689,0.772687,0.368219,0.931286,1.040162,0.014481
603,5909,191,20085,1728,0.920781,0.968689,0.227322,0.968689,0.772678,0.368231,0.931251,1.040202,0.0145
604,5909,191,20084,1729,0.920735,0.968689,0.22733,0.968689,0.77267,0.368242,0.931215,1.040242,0.014524
605,5909,191,20083,1730,0.920689,0.968689,0.227339,0.968689,0.772661,0.368254,0.931179,1.040282,0.014593
606,5909,191,20082,1731,0.920644,0.968689,0.227348,0.968689,0.772652,0.368265,0.931143,1.040322,0.01463
607,5909,191,20081,1732,0.920598,0.968689,0.227357,0.968689,0.772643,0.368277,0.931107,1.040362,0.014658
608,5909,191,20080,1733,0.920552,0.968689,0.227365,0.968689,0.772635,0.368288,0.931072,1.040402,0.01469
609,5909,191,20079,1734,0.920506,0.968689,0.227374,0.968689,0.772626,0.3683,0.931036,1.040442,0.014722
610,5909,191,20078,1735,0.92046,0.968689,0.227383,0.968689,0.772617,0.368311,0.931,1.040482,0.014742
611,5909,191,20077,1736,0.920414,0.968689,0.227392,0.968689,0.772608,0.368323,0.930964,1.040522,0.014764
612,5909,191,20076,1737,0.920369,0.968689,0.2274,0.968689,0.7726,0.368334,0.930928,1.040562,0.014833
613,5909,191,20075,1738,0.920323,0.968689,0.227409,0.968689,0.772591,0.368346,0.930892,1.040602,0.014837
614,5909,191,20074,1739,0.920277,0.968689,0.227418,0.968689,0.772582,0.368357,0.930857,1.040642,0.01486
615,5909,191,20073,1740,0.920231,0.968689,0.227427,0.968689,0.772573,0.368369,0.930821,1.040682,0.014908
616,5909,191,20072,1741,0.920185,0.968689,0.227435,0.968689,0.772565,0.36838,0.930785,1.040722,0.014983
617,5909,191,20071,1742,0.920139,0.968689,0.227444,0.968689,0.772556,0.368392,0.930749,1.040762,0.015
618,5908,192,20065,1748,0.919864,0.968525,0.227467,0.968525,0.772533,0.36841,0.930498,1.040867,0.015
619,5908,192,20064,1749,0.919818,0.968525,0.227476,0.968525,0.772524,0.368421,0.930463,1.040907,0.015
620,5908,192,20062,1751,0.919727,0.968525,0.227493,0.968525,0.772507,0.368444,0.930391,1.040987,0.015035
621,5908,192,20061,1752,0.919681,0.968525,0.227502,0.968525,0.772498,0.368456,0.930355,1.041027,0.015093
622,5907,193,20061,1752,0.919681,0.968361,0.227472,0.968361,0.772528,0.368405,0.930319,1.040891,0.015286
623,5907,193,20060,1753,0.919635,0.968361,0.227481,0.968361,0.772519,0.368416,0.930283,1.040931,0.015333
624,5907,193,20059,1754,0.919589,0.968361,0.22749,0.968361,0.77251,0.368428,0.930248,1.040971,0.015357
625,5907,193,20058,1755,0.919543,0.968361,0.227499,0.968361,0.772501,0.368439,0.930212,1.041011,0.015426
626,5907,193,20057,1756,0.919498,0.968361,0.227507,0.968361,0.772493,0.368451,0.930176,1.041051,0.015428
627,5907,193,20056,1757,0.919452,0.968361,0.227516,0.968361,0.772484,0.368462,0.93014,1.041091,0.015444
628,5907,193,20055,1758,0.919406,0.968361,0.227525,0.968361,0.772475,0.368474,0.930104,1.041131,0.015483
629,5907,193,20054,1759,0.91936,0.968361,0.227534,0.968361,0.772466,0.368485,0.930068,1.041171,0.0155
630,5907,193,20053,1760,0.919314,0.968361,0.227542,0.968361,0.772458,0.368497,0.930033,1.041212,0.015505
631,5907,193,20052,1761,0.919268,0.968361,0.227551,0.968361,0.772449,0.368508,0.929997,1.041252,0.015543
632,5906,194,20052,1761,0.919268,0.968197,0.227521,0.968197,0.772479,0.368457,0.929961,1.041115,0.015547
633,5905,195,20052,1761,0.919268,0.968033,0.227492,0.968033,0.772508,0.368406,0.929925,1.040979,0.015568
634,5905,195,20051,1762,0.919222,0.968033,0.2275,0.968033,0.7725,0.368418,0.929889,1.041019,0.015576
635,5905,195,20050,1763,0.919177,0.968033,0.227509,0.968033,0.772491,0.368429,0.929853,1.041059,0.015588
636,5905,195,20049,1764,0.919131,0.968033,0.227518,0.968033,0.772482,0.368441,0.929818,1.0411,0.015606
637,5905,195,20047,1766,0.919039,0.968033,0.227535,0.968033,0.772465,0.368464,0.929746,1.04118,0.015616
638,5905,195,20046,1767,0.918993,0.968033,0.227544,0.968033,0.772456,0.368475,0.92971,1.04122,0.015626
639,5905,195,20045,1768,0.918947,0.968033,0.227553,0.968033,0.772447,0.368487,0.929674,1.04126,0.015635
640,5904,196,20044,1769,0.918902,0.967869,0.227532,0.967869,0.772468,0.368447,0.929603,1.041164,0.015667
641,5904,196,20043,1770,0.918856,0.967869,0.227541,0.967869,0.772459,0.368459,0.929567,1.041204,0.015714
642,5904,196,20042,1771,0.91881,0.967869,0.22755,0.967869,0.77245,0.36847,0.929531,1.041244,0.015722
643,5904,196,20041,1772,0.918764,0.967869,0.227558,0.967869,0.772442,0.368482,0.929495,1.041284,0.015726
644,5904,196,20040,1773,0.918718,0.967869,0.227567,0.967869,0.772433,0.368493,0.929459,1.041325,0.015741
645,5904,196,20038,1775,0.918627,0.967869,0.227585,0.967869,0.772415,0.368516,0.929388,1.041405,0.015787
646,5904,196,20037,1776,0.918581,0.967869,0.227593,0.967869,0.772407,0.368528,0.929352,1.041445,0.015797
647,5904,196,20036,1777,0.918535,0.967869,0.227602,0.967869,0.772398,0.368539,0.929316,1.041485,0.015819
648,5904,196,20035,1778,0.918489,0.967869,0.227611,0.967869,0.772389,0.368551,0.92928,1.041525,0.015832
649,5904,196,20034,1779,0.918443,0.967869,0.22762,0.967869,0.77238,0.368562,0.929244,1.041565,0.015833
650,5904,196,20033,1780,0.918397,0.967869,0.227628,0.967869,0.772372,0.368574,0.929209,1.041606,0.015872
651,5904,196,20032,1781,0.918351,0.967869,0.227637,0.967869,0.772363,0.368585,0.929173,1.041646,0.015876
652,5904,196,20031,1782,0.918306,0.967869,0.227646,0.967869,0.772354,0.368597,0.929137,1.041686,0.015929
653,5904,196,20030,1783,0.91826,0.967869,0.227655,0.967869,0.772345,0.368608,0.929101,1.041726,0.015952
654,5903,197,20028,1785,0.918168,0.967705,0.227643,0.967705,0.772357,0.36858,0.928994,1.04167,0.01599
655,5903,197,20027,1786,0.918122,0.967705,0.227651,0.967705,0.772349,0.368592,0.928958,1.04171,0.016
656,5903,197,20025,1788,0.918031,0.967705,0.227669,0.967705,0.772331,0.368615,0.928886,1.041791,0.016012
657,5903,197,20024,1789,0.917985,0.967705,0.227678,0.967705,0.772322,0.368626,0.92885,1.041831,0.016035
658,5903,197,20023,1790,0.917939,0.967705,0.227686,0.967705,0.772314,0.368638,0.928815,1.041871,0.016111
659,5902,198,20022,1791,0.917893,0.967541,0.227665,0.967541,0.772335,0.368599,0.928743,1.041775,0.016142
660,5902,198,20021,1792,0.917847,0.967541,0.227674,0.967541,0.772326,0.36861,0.928707,1.041815,0.016165
661,5902,198,20020,1793,0.917801,0.967541,0.227683,0.967541,0.772317,0.368622,0.928671,1.041855,0.016333
662,5902,198,20019,1794,0.917755,0.967541,0.227692,0.967541,0.772308,0.368633,0.928635,1.041895,0.016347
663,5902,198,20018,1795,0.91771,0.967541,0.227701,0.967541,0.772299,0.368645,0.9286,1.041936,0.016361
664,5902,198,20017,1796,0.917664,0.967541,0.227709,0.967541,0.772291,0.368656,0.928564,1.041976,0.016419
665,5902,198,20016,1797,0.917618,0.967541,0.227718,0.967541,0.772282,0.368668,0.928528,1.042016,0.016435
666,5901,199,20016,1797,0.917618,0.967377,0.227688,0.967377,0.772312,0.368617,0.928492,1.04188,0.016444
667,5900,200,20016,1797,0.917618,0.967213,0.227659,0.967213,0.772341,0.368566,0.928456,1.041743,0.016542
668,5900,200,20015,1798,0.917572,0.967213,0.227667,0.967213,0.772333,0.368577,0.92842,1.041784,0.016565
669,5900,200,20013,1800,0.91748,0.967213,0.227685,0.967213,0.772315,0.3686,0.928349,1.041864,0.016627
670,5900,200,20012,1801,0.917435,0.967213,0.227694,0.967213,0.772306,0.368612,0.928313,1.041904,0.016667
671,5900,200,20010,1803,0.917343,0.967213,0.227711,0.967213,0.772289,0.368635,0.928241,1.041985,0.016667
672,5899,201,20009,1804,0.917297,0.967049,0.22769,0.967049,0.77231,0.368595,0.92817,1.041888,0.016707
673,5899,201,20008,1805,0.917251,0.967049,0.227699,0.967049,0.772301,0.368607,0.928134,1.041929,0.016786
674,5899,201,20006,1807,0.917159,0.967049,0.227717,0.967049,0.772283,0.36863,0.928062,1.042009,0.016808
675,5899,201,20005,1808,0.917114,0.967049,0.227725,0.967049,0.772275,0.368641,0.928026,1.042049,0.016948
676,5899,201,20004,1809,0.917068,0.967049,0.227734,0.967049,0.772266,0.368653,0.927991,1.042089,0.016949
677,5899,201,20003,1810,0.917022,0.967049,0.227743,0.967049,0.772257,0.368664,0.927955,1.04213,0.016952
678,5899,201,20002,1811,0.916976,0.967049,0.227752,0.967049,0.772248,0.368676,0.927919,1.04217,0.016955
679,5899,201,20001,1812,0.91693,0.967049,0.227761,0.967049,0.772239,0.368688,0.927883,1.04221,0.017015
680,5899,201,20000,1813,0.916884,0.967049,0.227769,0.967049,0.772231,0.368699,0.927847,1.04225,0.017186
681,5899,201,19999,1814,0.916839,0.967049,0.227778,0.967049,0.772222,0.368711,0.927811,1.042291,0.017222
682,5899,201,19998,1815,0.916793,0.967049,0.227787,0.967049,0.772213,0.368722,0.927776,1.042331,0.01727
683,5899,201,19997,1816,0.916747,0.967049,0.227796,0.967049,0.772204,0.368734,0.92774,1.042371,0.017286
684,5899,201,19996,1817,0.916701,0.967049,0.227805,0.967049,0.772195,0.368745,0.927704,1.042411,0.017333
685,5899,201,19995,1818,0.916655,0.967049,0.227813,0.967049,0.772187,0.368757,0.927668,1.042452,0.0175
686,5898,202,19993,1820,0.916564,0.966885,0.227801,0.966885,0.772199,0.368729,0.927561,1.042396,0.017524
687,5898,202,19992,1821,0.916518,0.966885,0.22781,0.966885,0.77219,0.36874,0.927525,1.042436,0.017571
688,5898,202,19991,1822,0.916472,0.966885,0.227819,0.966885,0.772181,0.368752,0.927489,1.042476,0.017576
689,5897,203,19991,1822,0.916472,0.966721,0.227789,0.966721,0.772211,0.368701,0.927453,1.04234,0.017585
690,5897,203,19990,1823,0.916426,0.966721,0.227798,0.966721,0.772202,0.368712,0.927417,1.04238,0.017598
691,5897,203,19989,1824,0.91638,0.966721,0.227807,0.966721,0.772193,0.368724,0.927382,1.04242,0.017705
692,5897,203,19988,1825,0.916334,0.966721,0.227815,0.966721,0.772185,0.368735,0.927346,1.042461,0.017719
693,5897,203,19987,1826,0.916288,0.966721,0.227824,0.966721,0.772176,0.368747,0.92731,1.042501,0.017775
694,5896,204,19984,1829,0.916151,0.966557,0.227821,0.966557,0.772179,0.36873,0.927167,1.042485,0.017798
695,5896,204,19983,1830,0.916105,0.966557,0.22783,0.966557,0.77217,0.368742,0.927131,1.042525,0.017816
696,5896,204,19982,1831,0.916059,0.966557,0.227838,0.966557,0.772162,0.368754,0.927095,1.042566,0.017889
697,5896,204,19981,1832,0.916013,0.966557,0.227847,0.966557,0.772153,0.368765,0.927059,1.042606,0.017917
698,5896,204,19980,1833,0.915968,0.966557,0.227856,0.966557,0.772144,0.368777,0.927023,1.042646,0.017995
699,5896,204,19979,1834,0.915922,0.966557,0.227865,0.966557,0.772135,0.368788,0.926987,1.042687,0.018
700,5896,204,19978,1835,0.915876,0.966557,0.227874,0.966557,0.772126,0.3688,0.926952,1.042727,0.018001
701,5896,204,19977,1836,0.91583,0.966557,0.227882,0.966557,0.772118,0.368811,0.926916,1.042767,0.018079
702,5896,204,19972,1841,0.915601,0.966557,0.227926,0.966557,0.772074,0.368869,0.926737,1.042969,0.018087
703,5896,204,19970,1843,0.915509,0.966557,0.227944,0.966557,0.772056,0.368892,0.926665,1.043049,0.018167
704,5896,204,19969,1844,0.915463,0.966557,0.227953,0.966557,0.772047,0.368903,0.926629,1.04309,0.018333
705,5896,204,19968,1845,0.915417,0.966557,0.227962,0.966557,0.772038,0.368915,0.926593,1.04313,0.018333
706,5896,204,19967,1846,0.915372,0.966557,0.22797,0.966557,0.77203,0.368927,0.926558,1.04317,0.018367
707,5896,204,19966,1847,0.915326,0.966557,0.227979,0.966557,0.772021,0.368938,0.926522,1.043211,0.018485
708,5896,204,19965,1848,0.91528,0.966557,0.227988,0.966557,0.772012,0.36895,0.926486,1.043251,0.018526
709,5896,204,19964,1849,0.915234,0.966557,0.227997,0.966557,0.772003,0.368961,0.92645,1.043291,0.018534
710,5896,204,19963,1850,0.915188,0.966557,0.228006,0.966557,0.771994,0.368973,0.926414,1.043332,0.018574
711,5896,204,19962,1851,0.915142,0.966557,0.228015,0.966557,0.771985,0.368984,0.926378,1.043372,0.018606
712,5896,204,19961,1852,0.915097,0.966557,0.228023,0.966557,0.771977,0.368996,0.926343,1.043412,0.018608
713,5896,204,19956,1857,0.914867,0.966557,0.228067,0.966557,0.771933,0.369054,0.926163,1.043614,0.018771
714,5896,204,19955,1858,0.914821,0.966557,0.228076,0.966557,0.771924,0.369065,0.926128,1.043655,0.018872
715,5896,204,19954,1859,0.914776,0.966557,0.228085,0.966557,0.771915,0.369077,0.926092,1.043695,0.018875
716,5895,205,19954,1859,0.914776,0.966393,0.228055,0.966393,0.771945,0.369026,0.926056,1.043558,0.018955
717,5895,205,19953,1860,0.91473,0.966393,0.228064,0.966393,0.771936,0.369037,0.92602,1.043599,0.019
718,5895,205,19952,1861,0.914684,0.966393,0.228073,0.966393,0.771927,0.369049,0.925984,1.043639,0.019
719,5895,205,19951,1862,0.914638,0.966393,0.228082,0.966393,0.771918,0.36906,0.925948,1.043679,0.019001
720,5895,205,19950,1863,0.914592,0.966393,0.228091,0.966393,0.771909,0.369072,0.925913,1.04372,0.019042
721,5895,205,19947,1866,0.914455,0.966393,0.228117,0.966393,0.771883,0.369107,0.925805,1.043841,0.019057
722,5895,205,19945,1868,0.914363,0.966393,0.228135,0.966393,0.771865,0.36913,0.925734,1.043922,0.019107
723,5894,206,19945,1868,0.914363,0.96623,0.228105,0.96623,0.771895,0.369079,0.925698,1.043785,0.019108
724,5893,207,19945,1868,0.914363,0.966066,0.228075,0.966066,0.771925,0.369027,0.925662,1.043648,0.019135
725,5893,207,19944,1869,0.914317,0.966066,0.228084,0.966066,0.771916,0.369039,0.925626,1.043689,0.019178
726,5893,207,19943,1870,0.914271,0.966066,0.228093,0.966066,0.771907,0.369051,0.92559,1.043729,0.019246
727,5893,207,19942,1871,0.914225,0.966066,0.228101,0.966066,0.771899,0.369062,0.925554,1.04377,0.01925
728,5893,207,19941,1872,0.91418,0.966066,0.22811,0.966066,0.77189,0.369074,0.925519,1.04381,0.019302
729,5893,207,19940,1873,0.914134,0.966066,0.228119,0.966066,0.771881,0.369085,0.925483,1.04385,0.019333
730,5893,207,19939,1874,0.914088,0.966066,0.228128,0.966066,0.771872,0.369097,0.925447,1.043891,0.0195
731,5893,207,19938,1875,0.914042,0.966066,0.228137,0.966066,0.771863,0.369108,0.925411,1.043931,0.019524
732,5893,207,19937,1876,0.913996,0.966066,0.228146,0.966066,0.771854,0.36912,0.925375,1.043972,0.019553
733,5893,207,19935,1878,0.913905,0.966066,0.228163,0.966066,0.771837,0.369143,0.925304,1.044053,0.019557
734,5893,207,19934,1879,0.913859,0.966066,0.228172,0.966066,0.771828,0.369155,0.925268,1.044093,0.019741
735,5893,207,19933,1880,0.913813,0.966066,0.228181,0.966066,0.771819,0.369166,0.925232,1.044133,0.019742
736,5893,207,19932,1881,0.913767,0.966066,0.22819,0.966066,0.77181,0.369178,0.925196,1.044174,0.01975
737,5893,207,19931,1882,0.913721,0.966066,0.228199,0.966066,0.771801,0.369189,0.92516,1.044214,0.019898
738,5893,207,19930,1883,0.913675,0.966066,0.228207,0.966066,0.771793,0.369201,0.925124,1.044255,0.019926
739,5893,207,19929,1884,0.913629,0.966066,0.228216,0.966066,0.771784,0.369212,0.925089,1.044295,0.01993
740,5893,207,19928,1885,0.913584,0.966066,0.228225,0.966066,0.771775,0.369224,0.925053,1.044336,0.019951
741,5892,208,19928,1885,0.913584,0.965902,0.228195,0.965902,0.771805,0.369173,0.925017,1.044199,0.02
742,5892,208,19927,1886,0.913538,0.965902,0.228204,0.965902,0.771796,0.369184,0.924981,1.044239,0.02
743,5891,209,19923,1890,0.913354,0.965738,0.228209,0.965738,0.771791,0.36918,0.924802,1.044264,0.02
744,5885,215,19901,1912,0.912346,0.964754,0.228225,0.964754,0.771775,0.369128,0.923799,1.044333,0.02
745,5885,215,19895,1918,0.912071,0.964754,0.228278,0.964754,0.771722,0.369197,0.923584,1.044576,0.02
746,5884,216,19889,1924,0.911796,0.96459,0.228301,0.96459,0.771699,0.369215,0.923333,1.044683,0.02012
747,5884,216,19888,1925,0.91175,0.96459,0.22831,0.96459,0.77169,0.369227,0.923297,1.044723,0.020134
748,5883,217,19888,1925,0.91175,0.964426,0.22828,0.964426,0.77172,0.369176,0.923262,1.044586,0.020167
749,5883,217,19887,1926,0.911704,0.964426,0.228289,0.964426,0.771711,0.369187,0.923226,1.044627,0.020182
750,5882,218,19887,1926,0.911704,0.964262,0.228259,0.964262,0.771741,0.369136,0.92319,1.04449,0.020219
751,5882,218,19886,1927,0.911658,0.964262,0.228268,0.964262,0.771732,0.369148,0.923154,1.04453,0.020248
752,5882,218,19881,1932,0.911429,0.964262,0.228312,0.964262,0.771688,0.369206,0.922975,1.044733,0.020286
753,5882,218,19880,1933,0.911383,0.964262,0.228321,0.964262,0.771679,0.369217,0.922939,1.044773,0.020291
754,5882,218,19879,1934,0.911337,0.964262,0.22833,0.964262,0.77167,0.369229,0.922903,1.044814,0.020314
755,5882,218,19878,1935,0.911291,0.964262,0.228339,0.964262,0.771661,0.36924,0.922867,1.044855,0.020333
756,5882,218,19877,1936,0.911246,0.964262,0.228347,0.964262,0.771653,0.369252,0.922832,1.044895,0.0204
757,5882,218,19876,1937,0.9112,0.964262,0.228356,0.964262,0.771644,0.369264,0.922796,1.044936,0.02042
758,5882,218,19875,1938,0.911154,0.964262,0.228365,0.964262,0.771635,0.369275,0.92276,1.044976,0.020615
759,5881,219,19875,1938,0.911154,0.964098,0.228335,0.964098,0.771665,0.369224,0.922724,1.044839,0.020752
760,5881,219,19874,1939,0.911108,0.964098,0.228344,0.964098,0.771656,0.369236,0.922688,1.04488,0.020862
761,5881,219,19873,1940,0.911062,0.964098,0.228353,0.964098,0.771647,0.369247,0.922653,1.04492,0.0209
762,5880,220,19870,1943,0.910925,0.963934,0.22835,0.963934,0.77165,0.369231,0.922509,1.044905,0.020929
763,5880,220,19869,1944,0.910879,0.963934,0.228358,0.963934,0.771642,0.369242,0.922473,1.044945,0.020951
764,5880,220,19868,1945,0.910833,0.963934,0.228367,0.963934,0.771633,0.369254,0.922438,1.044986,0.021
765,5880,220,19866,1947,0.910741,0.963934,0.228385,0.963934,0.771615,0.369277,0.922366,1.045067,0.021079
766,5880,220,19865,1948,0.910695,0.963934,0.228394,0.963934,0.771606,0.369289,0.92233,1.045108,0.021119
