Instance_number,'True Positives','False Negatives','False Positives','True Negatives','False Positive Rate','True Positive Rate',Precision,Recall,Fallout,FMeasure,'Sample Size',Lift,Threshold
241,5969,131,20563,1250,0.942695,0.978525,0.224974,0.978525,0.775026,0.365837,0.950525,1.029457,0.004418
242,5969,131,20562,1251,0.942649,0.978525,0.224982,0.978525,0.775018,0.365848,0.950489,1.029496,0.004429
243,5969,131,20561,1252,0.942603,0.978525,0.224991,0.978525,0.775009,0.36586,0.950453,1.029535,0.004444
244,5969,131,20558,1255,0.942466,0.978525,0.225016,0.978525,0.774984,0.365893,0.950346,1.029651,0.004481
245,5969,131,20557,1256,0.94242,0.978525,0.225025,0.978525,0.774975,0.365904,0.95031,1.02969,0.004516
246,5969,131,20556,1257,0.942374,0.978525,0.225033,0.978525,0.774967,0.365916,0.950274,1.029729,0.00455
247,5969,131,20555,1258,0.942328,0.978525,0.225041,0.978525,0.774959,0.365927,0.950238,1.029768,0.004583
248,5969,131,20554,1259,0.942282,0.978525,0.22505,0.978525,0.77495,0.365938,0.950202,1.029806,0.004606
249,5969,131,20553,1260,0.942236,0.978525,0.225058,0.978525,0.774942,0.365949,0.950167,1.029845,0.004651
250,5969,131,20552,1261,0.94219,0.978525,0.225067,0.978525,0.774933,0.365961,0.950131,1.029884,0.004702
251,5969,131,20551,1262,0.942145,0.978525,0.225075,0.978525,0.774925,0.365972,0.950095,1.029923,0.004718
252,5969,131,20550,1263,0.942099,0.978525,0.225084,0.978525,0.774916,0.365983,0.950059,1.029962,0.004727
253,5969,131,20549,1264,0.942053,0.978525,0.225092,0.978525,0.774908,0.365994,0.950023,1.030001,0.004762
254,5968,132,20549,1264,0.942053,0.978361,0.225063,0.978361,0.774937,0.365944,0.949987,1.029867,0.004762
255,5967,133,20549,1264,0.942053,0.978197,0.225034,0.978197,0.774966,0.365894,0.949952,1.029733,0.004764
256,5967,133,20548,1265,0.942007,0.978197,0.225042,0.978197,0.774958,0.365905,0.949916,1.029772,0.004778
257,5967,133,20547,1266,0.941961,0.978197,0.225051,0.978197,0.774949,0.365916,0.94988,1.029811,0.004778
258,5967,133,20546,1267,0.941915,0.978197,0.225059,0.978197,0.774941,0.365928,0.949844,1.02985,0.004792
259,5967,133,20545,1268,0.94187,0.978197,0.225068,0.978197,0.774932,0.365939,0.949808,1.029889,0.00481
260,5967,133,20544,1269,0.941824,0.978197,0.225076,0.978197,0.774924,0.36595,0.949773,1.029927,0.004833
261,5967,133,20542,1271,0.941732,0.978197,0.225093,0.978197,0.774907,0.365973,0.949701,1.030005,0.004848
262,5967,133,20541,1272,0.941686,0.978197,0.225102,0.978197,0.774898,0.365984,0.949665,1.030044,0.004882
263,5967,133,20540,1273,0.94164,0.978197,0.22511,0.978197,0.77489,0.365995,0.949629,1.030083,0.00489
264,5967,133,20539,1274,0.941594,0.978197,0.225119,0.978197,0.774881,0.366006,0.949593,1.030122,0.004909
265,5966,134,20539,1274,0.941594,0.978033,0.22509,0.978033,0.77491,0.365956,0.949558,1.029988,0.004958
266,5966,134,20538,1275,0.941549,0.978033,0.225098,0.978033,0.774902,0.365967,0.949522,1.030027,0.005
267,5964,136,20530,1283,0.941182,0.977705,0.225108,0.977705,0.774892,0.365957,0.949163,1.03007,0.005
268,5964,136,20527,1286,0.941044,0.977705,0.225133,0.977705,0.774867,0.365991,0.949056,1.030187,0.005
269,5964,136,20526,1287,0.940998,0.977705,0.225142,0.977705,0.774858,0.366002,0.94902,1.030226,0.005068
270,5964,136,20525,1288,0.940953,0.977705,0.22515,0.977705,0.77485,0.366013,0.948984,1.030265,0.005084
271,5963,137,20525,1288,0.940953,0.977541,0.225121,0.977541,0.774879,0.365963,0.948949,1.030131,0.005107
272,5963,137,20524,1289,0.940907,0.977541,0.225129,0.977541,0.774871,0.365974,0.948913,1.03017,0.005144
273,5963,137,20523,1290,0.940861,0.977541,0.225138,0.977541,0.774862,0.365985,0.948877,1.030208,0.005147
274,5963,137,20521,1292,0.940769,0.977541,0.225155,0.977541,0.774845,0.366008,0.948805,1.030286,0.005195
275,5963,137,20520,1293,0.940723,0.977541,0.225163,0.977541,0.774837,0.366019,0.948769,1.030325,0.005227
276,5963,137,20519,1294,0.940678,0.977541,0.225172,0.977541,0.774828,0.36603,0.948734,1.030364,0.00524
277,5963,137,20518,1295,0.940632,0.977541,0.22518,0.977541,0.77482,0.366042,0.948698,1.030403,0.00532
278,5963,137,20517,1296,0.940586,0.977541,0.225189,0.977541,0.774811,0.366053,0.948662,1.030442,0.005333
279,5963,137,20516,1297,0.94054,0.977541,0.225197,0.977541,0.774803,0.366064,0.948626,1.030481,0.005337
280,5963,137,20515,1298,0.940494,0.977541,0.225206,0.977541,0.774794,0.366075,0.94859,1.03052,0.005339
281,5962,138,20515,1298,0.940494,0.977377,0.225177,0.977377,0.774823,0.366025,0.948554,1.030386,0.005341
282,5962,138,20514,1299,0.940448,0.977377,0.225185,0.977377,0.774815,0.366036,0.948519,1.030425,0.005344
283,5962,138,20513,1300,0.940403,0.977377,0.225194,0.977377,0.774806,0.366048,0.948483,1.030464,0.005389
284,5962,138,20512,1301,0.940357,0.977377,0.225202,0.977377,0.774798,0.366059,0.948447,1.030503,0.005411
285,5962,138,20511,1302,0.940311,0.977377,0.225211,0.977377,0.774789,0.36607,0.948411,1.030542,0.005458
286,5962,138,20510,1303,0.940265,0.977377,0.225219,0.977377,0.774781,0.366081,0.948375,1.03058,0.005463
287,5962,138,20508,1305,0.940173,0.977377,0.225236,0.977377,0.774764,0.366104,0.948304,1.030658,0.005482
288,5962,138,20507,1306,0.940127,0.977377,0.225245,0.977377,0.774755,0.366115,0.948268,1.030697,0.005497
289,5962,138,20506,1307,0.940082,0.977377,0.225253,0.977377,0.774747,0.366126,0.948232,1.030736,0.005627
290,5962,138,20505,1308,0.940036,0.977377,0.225262,0.977377,0.774738,0.366138,0.948196,1.030775,0.005664
291,5962,138,20504,1309,0.93999,0.977377,0.22527,0.977377,0.77473,0.366149,0.94816,1.030814,0.005714
292,5961,139,20504,1309,0.93999,0.977213,0.225241,0.977213,0.774759,0.366099,0.948125,1.03068,0.005714
293,5961,139,20503,1310,0.939944,0.977213,0.225249,0.977213,0.774751,0.36611,0.948089,1.030719,0.005714
294,5959,141,20502,1311,0.939898,0.976885,0.225199,0.976885,0.774801,0.366021,0.947981,1.03049,0.005727
295,5959,141,20501,1312,0.939852,0.976885,0.225208,0.976885,0.774792,0.366032,0.947945,1.030529,0.005762
296,5959,141,20500,1313,0.939807,0.976885,0.225216,0.976885,0.774784,0.366043,0.94791,1.030568,0.005774
297,5959,141,20499,1314,0.939761,0.976885,0.225225,0.976885,0.774775,0.366054,0.947874,1.030607,0.005805
298,5959,141,20498,1315,0.939715,0.976885,0.225233,0.976885,0.774767,0.366066,0.947838,1.030646,0.005822
299,5959,141,20497,1316,0.939669,0.976885,0.225242,0.976885,0.774758,0.366077,0.947802,1.030685,0.005833
300,5959,141,20496,1317,0.939623,0.976885,0.22525,0.976885,0.77475,0.366088,0.947766,1.030724,0.005833
301,5959,141,20495,1318,0.939577,0.976885,0.225259,0.976885,0.774741,0.366099,0.94773,1.030763,0.005833
302,5959,141,20494,1319,0.939531,0.976885,0.225267,0.976885,0.774733,0.366111,0.947695,1.030802,0.005853
303,5959,141,20493,1320,0.939486,0.976885,0.225276,0.976885,0.774724,0.366122,0.947659,1.030841,0.00586
304,5959,141,20491,1322,0.939394,0.976885,0.225293,0.976885,0.774707,0.366144,0.947587,1.030919,0.005882
305,5959,141,20490,1323,0.939348,0.976885,0.225302,0.976885,0.774698,0.366156,0.947551,1.030958,0.005968
306,5959,141,20489,1324,0.939302,0.976885,0.22531,0.976885,0.77469,0.366167,0.947515,1.030997,0.005994
307,5958,142,20489,1324,0.939302,0.976721,0.225281,0.976721,0.774719,0.366117,0.94748,1.030863,0.006
308,5958,142,20486,1327,0.939165,0.976721,0.225306,0.976721,0.774694,0.36615,0.947372,1.03098,0.006
309,5956,144,20486,1327,0.939165,0.976393,0.225248,0.976393,0.774752,0.36605,0.947301,1.030711,0.006009
310,5956,144,20485,1328,0.939119,0.976393,0.225256,0.976393,0.774744,0.366061,0.947265,1.03075,0.006026
311,5955,145,20485,1328,0.939119,0.97623,0.225227,0.97623,0.774773,0.366011,0.947229,1.030616,0.006086
312,5955,145,20484,1329,0.939073,0.97623,0.225235,0.97623,0.774765,0.366022,0.947193,1.030655,0.006111
313,5955,145,20483,1330,0.939027,0.97623,0.225244,0.97623,0.774756,0.366034,0.947157,1.030694,0.006142
314,5955,145,20481,1332,0.938935,0.97623,0.225261,0.97623,0.774739,0.366056,0.947086,1.030772,0.006144
315,5955,145,20478,1335,0.938798,0.97623,0.225287,0.97623,0.774713,0.36609,0.946978,1.030889,0.006169
316,5955,145,20477,1336,0.938752,0.97623,0.225295,0.97623,0.774705,0.366101,0.946942,1.030928,0.00617
317,5955,145,20476,1337,0.938706,0.97623,0.225304,0.97623,0.774696,0.366112,0.946906,1.030967,0.00619
318,5955,145,20474,1339,0.938615,0.97623,0.225321,0.97623,0.774679,0.366135,0.946835,1.031045,0.006213
319,5955,145,20473,1340,0.938569,0.97623,0.225329,0.97623,0.774671,0.366146,0.946799,1.031084,0.006254
320,5955,145,20472,1341,0.938523,0.97623,0.225338,0.97623,0.774662,0.366157,0.946763,1.031123,0.006267
321,5955,145,20471,1342,0.938477,0.97623,0.225346,0.97623,0.774654,0.366169,0.946727,1.031162,0.00627
322,5955,145,20469,1344,0.938385,0.97623,0.225363,0.97623,0.774637,0.366191,0.946656,1.03124,0.00631
323,5955,145,20468,1345,0.93834,0.97623,0.225372,0.97623,0.774628,0.366202,0.94662,1.031279,0.006317
324,5955,145,20467,1346,0.938294,0.97623,0.22538,0.97623,0.77462,0.366214,0.946584,1.031318,0.006319
325,5955,145,20466,1347,0.938248,0.97623,0.225389,0.97623,0.774611,0.366225,0.946548,1.031357,0.00634
326,5955,145,20465,1348,0.938202,0.97623,0.225397,0.97623,0.774603,0.366236,0.946512,1.031396,0.006348
327,5955,145,20464,1349,0.938156,0.97623,0.225406,0.97623,0.774594,0.366247,0.946477,1.031435,0.006364
328,5955,145,20463,1350,0.93811,0.97623,0.225414,0.97623,0.774586,0.366259,0.946441,1.031475,0.006395
329,5955,145,20461,1352,0.938019,0.97623,0.225432,0.97623,0.774568,0.366281,0.946369,1.031553,0.006414
330,5955,145,20460,1353,0.937973,0.97623,0.22544,0.97623,0.77456,0.366292,0.946333,1.031592,0.006457
331,5955,145,20459,1354,0.937927,0.97623,0.225449,0.97623,0.774551,0.366304,0.946297,1.031631,0.00646
332,5955,145,20458,1355,0.937881,0.97623,0.225457,0.97623,0.774543,0.366315,0.946262,1.03167,0.006492
333,5954,146,20458,1355,0.937881,0.976066,0.225428,0.976066,0.774572,0.366265,0.946226,1.031536,0.0065
334,5954,146,20457,1356,0.937835,0.976066,0.225436,0.976066,0.774564,0.366276,0.94619,1.031575,0.006609
335,5954,146,20456,1357,0.937789,0.976066,0.225445,0.976066,0.774555,0.366287,0.946154,1.031614,0.006667
336,5953,147,20456,1357,0.937789,0.975902,0.225416,0.975902,0.774584,0.366237,0.946118,1.03148,0.006667
337,5952,148,20448,1365,0.937423,0.975738,0.225455,0.975738,0.774545,0.366277,0.945796,1.031658,0.006667
338,5952,148,20447,1366,0.937377,0.975738,0.225463,0.975738,0.774537,0.366288,0.94576,1.031697,0.006671
339,5952,148,20446,1367,0.937331,0.975738,0.225472,0.975738,0.774528,0.366299,0.945724,1.031736,0.006694
340,5952,148,20445,1368,0.937285,0.975738,0.22548,0.975738,0.77452,0.366311,0.945688,1.031775,0.006696
341,5952,148,20444,1369,0.937239,0.975738,0.225489,0.975738,0.774511,0.366322,0.945653,1.031814,0.006808
342,5952,148,20443,1370,0.937193,0.975738,0.225497,0.975738,0.774503,0.366333,0.945617,1.031853,0.006854
343,5952,148,20442,1371,0.937148,0.975738,0.225506,0.975738,0.774494,0.366345,0.945581,1.031892,0.006869
344,5951,149,20442,1371,0.937148,0.975574,0.225476,0.975574,0.774524,0.366294,0.945545,1.031758,0.006875
345,5951,149,20441,1372,0.937102,0.975574,0.225485,0.975574,0.774515,0.366306,0.945509,1.031797,0.006885
346,5951,149,20440,1373,0.937056,0.975574,0.225494,0.975574,0.774506,0.366317,0.945473,1.031836,0.006892
347,5951,149,20439,1374,0.93701,0.975574,0.225502,0.975574,0.774498,0.366328,0.945438,1.031875,0.006928
348,5951,149,20438,1375,0.936964,0.975574,0.225511,0.975574,0.774489,0.366339,0.945402,1.031914,0.006949
349,5951,149,20437,1376,0.936918,0.975574,0.225519,0.975574,0.774481,0.366351,0.945366,1.031954,0.006959
350,5951,149,20436,1377,0.936873,0.975574,0.225528,0.975574,0.774472,0.366362,0.94533,1.031993,0.007034
351,5951,149,20435,1378,0.936827,0.975574,0.225536,0.975574,0.774464,0.366373,0.945294,1.032032,0.00704
352,5951,149,20434,1379,0.936781,0.975574,0.225545,0.975574,0.774455,0.366384,0.945258,1.032071,0.007073
353,5951,149,20433,1380,0.936735,0.975574,0.225553,0.975574,0.774447,0.366396,0.945223,1.03211,0.007083
354,5951,149,20432,1381,0.936689,0.975574,0.225562,0.975574,0.774438,0.366407,0.945187,1.032149,0.007095
355,5951,149,20431,1382,0.936643,0.975574,0.22557,0.975574,0.77443,0.366418,0.945151,1.032188,0.007114
356,5951,149,20430,1383,0.936597,0.975574,0.225579,0.975574,0.774421,0.36643,0.945115,1.032227,0.007143
357,5951,149,20428,1385,0.936506,0.975574,0.225596,0.975574,0.774404,0.366452,0.945044,1.032306,0.007143
358,5950,150,20428,1385,0.936506,0.97541,0.225567,0.97541,0.774433,0.366402,0.945008,1.032171,0.007222
359,5950,150,20427,1386,0.93646,0.97541,0.225575,0.97541,0.774425,0.366413,0.944972,1.03221,0.007237
360,5950,150,20426,1387,0.936414,0.97541,0.225584,0.97541,0.774416,0.366424,0.944936,1.03225,0.00731
361,5950,150,20425,1388,0.936368,0.97541,0.225592,0.97541,0.774408,0.366436,0.9449,1.032289,0.007328
362,5950,150,20424,1389,0.936322,0.97541,0.225601,0.97541,0.774399,0.366447,0.944864,1.032328,0.007333
363,5950,150,20423,1390,0.936277,0.97541,0.22561,0.97541,0.77439,0.366458,0.944829,1.032367,0.007333
364,5950,150,20421,1392,0.936185,0.97541,0.225627,0.97541,0.774373,0.366481,0.944757,1.032445,0.007353
365,5950,150,20420,1393,0.936139,0.97541,0.225635,0.97541,0.774365,0.366492,0.944721,1.032484,0.007361
366,5950,150,20419,1394,0.936093,0.97541,0.225644,0.97541,0.774356,0.366503,0.944685,1.032524,0.007365
367,5950,150,20418,1395,0.936047,0.97541,0.225652,0.97541,0.774348,0.366515,0.944649,1.032563,0.007408
368,5950,150,20417,1396,0.936001,0.97541,0.225661,0.97541,0.774339,0.366526,0.944614,1.032602,0.007429
369,5949,151,20417,1396,0.936001,0.975246,0.225631,0.975246,0.774369,0.366476,0.944578,1.032468,0.007475
370,5949,151,20416,1397,0.935956,0.975246,0.22564,0.975246,0.77436,0.366487,0.944542,1.032507,0.007479
371,5949,151,20415,1398,0.93591,0.975246,0.225649,0.975246,0.774351,0.366498,0.944506,1.032546,0.007495
372,5949,151,20413,1400,0.935818,0.975246,0.225666,0.975246,0.774334,0.366521,0.944434,1.032624,0.0075
373,5949,151,20411,1402,0.935726,0.975246,0.225683,0.975246,0.774317,0.366543,0.944363,1.032703,0.0075
374,5949,151,20409,1404,0.935635,0.975246,0.2257,0.975246,0.7743,0.366566,0.944291,1.032781,0.007539
375,5949,151,20408,1405,0.935589,0.975246,0.225709,0.975246,0.774291,0.366577,0.944255,1.03282,0.007553
376,5949,151,20407,1406,0.935543,0.975246,0.225717,0.975246,0.774283,0.366589,0.94422,1.032859,0.007553
377,5949,151,20406,1407,0.935497,0.975246,0.225726,0.975246,0.774274,0.3666,0.944184,1.032898,0.007555
378,5949,151,20404,1409,0.935405,0.975246,0.225743,0.975246,0.774257,0.366623,0.944112,1.032977,0.007583
379,5949,151,20403,1410,0.93536,0.975246,0.225751,0.975246,0.774249,0.366634,0.944076,1.033016,0.007606
380,5949,151,20402,1411,0.935314,0.975246,0.22576,0.975246,0.77424,0.366645,0.94404,1.033055,0.007607
381,5949,151,20401,1412,0.935268,0.975246,0.225769,0.975246,0.774231,0.366656,0.944005,1.033094,0.007669
382,5949,151,20400,1413,0.935222,0.975246,0.225777,0.975246,0.774223,0.366668,0.943969,1.033134,0.007676
383,5949,151,20399,1414,0.935176,0.975246,0.225786,0.975246,0.774214,0.366679,0.943933,1.033173,0.007689
384,5948,152,20399,1414,0.935176,0.975082,0.225756,0.975082,0.774244,0.366629,0.943897,1.033038,0.00769
385,5948,152,20398,1415,0.93513,0.975082,0.225765,0.975082,0.774235,0.36664,0.943861,1.033078,0.007701
386,5948,152,20397,1416,0.935085,0.975082,0.225773,0.975082,0.774227,0.366651,0.943825,1.033117,0.007708
387,5948,152,20396,1417,0.935039,0.975082,0.225782,0.975082,0.774218,0.366663,0.94379,1.033156,0.007723
388,5948,152,20395,1418,0.934993,0.975082,0.225791,0.975082,0.774209,0.366674,0.943754,1.033195,0.00775
389,5948,152,20394,1419,0.934947,0.975082,0.225799,0.975082,0.774201,0.366685,0.943718,1.033234,0.007778
390,5948,152,20393,1420,0.934901,0.975082,0.225808,0.975082,0.774192,0.366696,0.943682,1.033274,0.007778
391,5948,152,20392,1421,0.934855,0.975082,0.225816,0.975082,0.774184,0.366708,0.943646,1.033313,0.007802
392,5948,152,20391,1422,0.93481,0.975082,0.225825,0.975082,0.774175,0.366719,0.943611,1.033352,0.00781
393,5948,152,20390,1423,0.934764,0.975082,0.225833,0.975082,0.774167,0.36673,0.943575,1.033391,0.007818
394,5948,152,20389,1424,0.934718,0.975082,0.225842,0.975082,0.774158,0.366742,0.943539,1.033431,0.007851
395,5947,153,20387,1426,0.934626,0.974918,0.22583,0.974918,0.77417,0.366714,0.943431,1.033375,0.007853
396,5947,153,20386,1427,0.93458,0.974918,0.225838,0.974918,0.774162,0.366725,0.943396,1.033414,0.007884
397,5946,154,20386,1427,0.93458,0.974754,0.225809,0.974754,0.774191,0.366675,0.94336,1.033279,0.007917
398,5946,154,20384,1429,0.934489,0.974754,0.225826,0.974754,0.774174,0.366698,0.943288,1.033358,0.007929
399,5946,154,20383,1430,0.934443,0.974754,0.225835,0.974754,0.774165,0.366709,0.943252,1.033397,0.007985
400,5946,154,20382,1431,0.934397,0.974754,0.225843,0.974754,0.774157,0.36672,0.943216,1.033436,0.008
401,5946,154,20378,1435,0.934214,0.974754,0.225878,0.974754,0.774122,0.366765,0.943073,1.033593,0.008
402,5946,154,20377,1436,0.934168,0.974754,0.225886,0.974754,0.774114,0.366777,0.943037,1.033633,0.008014
403,5946,154,20375,1438,0.934076,0.974754,0.225903,0.974754,0.774097,0.366799,0.942966,1.033711,0.008024
404,5946,154,20374,1439,0.93403,0.974754,0.225912,0.974754,0.774088,0.366811,0.94293,1.03375,0.008031
405,5946,154,20373,1440,0.933984,0.974754,0.22592,0.974754,0.77408,0.366822,0.942894,1.03379,0.008044
406,5946,154,20372,1441,0.933938,0.974754,0.225929,0.974754,0.774071,0.366833,0.942858,1.033829,0.008205
407,5946,154,20371,1442,0.933893,0.974754,0.225938,0.974754,0.774062,0.366845,0.942822,1.033868,0.008205
408,5946,154,20370,1443,0.933847,0.974754,0.225946,0.974754,0.774054,0.366856,0.942787,1.033908,0.008251
409,5946,154,20369,1444,0.933801,0.974754,0.225955,0.974754,0.774045,0.366867,0.942751,1.033947,0.008304
410,5946,154,20368,1445,0.933755,0.974754,0.225963,0.974754,0.774037,0.366879,0.942715,1.033986,0.008333
411,5946,154,20360,1453,0.933388,0.974754,0.226032,0.974754,0.773968,0.366969,0.942428,1.034301,0.008379
412,5946,154,20359,1454,0.933343,0.974754,0.226041,0.974754,0.773959,0.36698,0.942392,1.03434,0.00842
413,5946,154,20358,1455,0.933297,0.974754,0.226049,0.974754,0.773951,0.366992,0.942357,1.034379,0.008451
414,5946,154,20357,1456,0.933251,0.974754,0.226058,0.974754,0.773942,0.367003,0.942321,1.034419,0.008474
415,5946,154,20355,1458,0.933159,0.974754,0.226075,0.974754,0.773925,0.367026,0.942249,1.034497,0.0085
416,5945,155,20354,1459,0.933113,0.97459,0.226054,0.97459,0.773946,0.366987,0.942177,1.034402,0.0085
417,5945,155,20353,1460,0.933067,0.97459,0.226063,0.97459,0.773937,0.366998,0.942142,1.034441,0.008543
418,5945,155,20352,1461,0.933022,0.97459,0.226071,0.97459,0.773929,0.367009,0.942106,1.034481,0.008565
419,5945,155,20351,1462,0.932976,0.97459,0.22608,0.97459,0.77392,0.367021,0.94207,1.03452,0.008577
420,5944,156,20351,1462,0.932976,0.974426,0.226051,0.974426,0.773949,0.36697,0.942034,1.034385,0.008647
421,5944,156,20348,1465,0.932838,0.974426,0.226076,0.974426,0.773924,0.367004,0.941927,1.034503,0.00865
422,5944,156,20347,1466,0.932792,0.974426,0.226085,0.974426,0.773915,0.367016,0.941891,1.034543,0.008667
423,5944,156,20346,1467,0.932747,0.974426,0.226094,0.974426,0.773906,0.367027,0.941855,1.034582,0.008668
424,5944,156,20345,1468,0.932701,0.974426,0.226102,0.974426,0.773898,0.367038,0.941819,1.034621,0.00875
425,5943,157,20345,1468,0.932701,0.974262,0.226073,0.974262,0.773927,0.366988,0.941783,1.034487,0.00875
426,5943,157,20344,1469,0.932655,0.974262,0.226081,0.974262,0.773919,0.366999,0.941748,1.034526,0.008787
427,5943,157,20343,1470,0.932609,0.974262,0.22609,0.974262,0.77391,0.36701,0.941712,1.034565,0.008843
428,5943,157,20342,1471,0.932563,0.974262,0.226099,0.974262,0.773901,0.367022,0.941676,1.034605,0.008888
429,5942,158,20342,1471,0.932563,0.974098,0.226069,0.974098,0.773931,0.366971,0.94164,1.03447,0.008889
430,5942,158,20341,1472,0.932517,0.974098,0.226078,0.974098,0.773922,0.366983,0.941604,1.034509,0.008997
431,5942,158,20340,1473,0.932471,0.974098,0.226086,0.974098,0.773914,0.366994,0.941568,1.034549,0.009038
432,5942,158,20339,1474,0.932426,0.974098,0.226095,0.974098,0.773905,0.367005,0.941533,1.034588,0.009167
433,5941,159,20339,1474,0.932426,0.973934,0.226065,0.973934,0.773935,0.366955,0.941497,1.034453,0.009219
434,5941,159,20338,1475,0.93238,0.973934,0.226074,0.973934,0.773926,0.366966,0.941461,1.034493,0.009262
